issue_id,issue_type,severity,component,user_impact,business_impact,complexity,urgency,affected_users,days_old,num_comments,num_assignees,estimated_hours,actual_hours,has_attachments,is_reproducible,requires_approval,is_completed,priority
ISS-0232,Bug,High,Database,8,3,10,6,89,293,4,4,2.1238370021829214,,False,True,False,False,High
ISS-0233,Performance,Medium,Backend,9,4,4,3,107,241,4,1,15.010989764193154,8.735126935931879,False,True,False,True,High
ISS-0234,Performance,High,Backend,4,4,4,4,97,54,7,1,11.196785817678983,8.693767810163433,True,True,True,True,High
ISS-0235,Feature Request,Medium,Infrastructure,3,4,2,1,87,220,8,4,1.414620274506796,2.5967638646934796,False,True,False,True,High
ISS-0236,Documentation,Medium,Mobile,3,10,5,3,84,126,2,1,17.302179754485405,27.15271822455183,True,True,False,True,High
ISS-0237,Enhancement,Low,Infrastructure,10,10,4,9,99,16,5,1,2.106962250423652,3.724094452461713,True,True,False,True,High
ISS-0238,Bug,Medium,Backend,1,8,3,7,98,251,2,2,13.742411317309378,21.413906807629758,False,True,True,True,High
ISS-0239,Bug,High,Infrastructure,2,2,7,1,103,309,5,3,2.0629672804037913,2.7345186616609856,False,False,False,True,High
ISS-0240,Performance,High,Infrastructure,6,7,4,6,86,216,4,1,30.48046143055109,35.57280667933121,False,True,False,True,High
ISS-0241,Enhancement,Medium,Backend,6,2,6,10,94,270,3,1,25.513316860064144,20.375958691400697,False,True,True,True,High
ISS-0242,Bug,High,Infrastructure,3,5,10,9,92,23,7,2,1.7675732202906667,,False,True,False,False,High
ISS-0243,Enhancement,Low,Mobile,4,2,4,10,99,322,7,4,2.360255633957428,,True,True,False,False,High
ISS-0244,Feature Request,Low,Backend,10,4,2,3,79,326,4,2,7.459122681916961,8.821258833305293,False,True,False,True,High
ISS-0245,Performance,Medium,API,1,8,5,1,105,238,5,1,5.525219600799257,,True,True,False,False,High
ISS-0246,Feature Request,Medium,Database,5,7,5,7,112,346,5,1,14.769323669460722,,False,True,False,False,High
ISS-0247,Performance,High,API,3,8,4,1,92,101,5,2,33.35647599131661,,True,True,False,False,High
ISS-0248,Enhancement,Medium,Mobile,9,2,2,6,119,75,10,1,9.795364566815044,5.072793765666988,False,False,False,True,High
ISS-0249,Feature Request,Low,Database,6,10,10,6,112,263,5,3,6.772757939227824,9.805736017383737,False,True,False,True,High
ISS-0250,Enhancement,Low,Mobile,6,5,6,7,103,335,4,1,43.0343342974383,,True,False,False,False,High
ISS-0251,Enhancement,Low,Backend,4,9,10,2,106,128,3,2,4.112697583846744,,False,False,False,False,High
ISS-0252,Feature Request,Low,API,1,1,1,1,92,310,4,1,12.382897733809878,23.127261569655673,False,True,True,True,Medium
ISS-0253,Enhancement,Medium,Backend,3,4,5,3,90,102,4,3,2.751889963088748,,False,True,False,False,High
ISS-0254,Enhancement,High,Mobile,1,8,3,6,96,79,3,2,2.7570277115114283,2.068523086364303,False,True,False,True,High
ISS-0255,Feature Request,Medium,API,7,7,6,10,100,158,3,1,6.0341390084545035,5.065152837256612,False,True,False,True,High
ISS-0256,Performance,Low,API,7,7,3,5,121,300,5,1,4.440392267225308,7.491138813575819,True,True,True,True,High
ISS-0257,Performance,Low,Database,3,2,10,6,94,312,7,4,27.672774820270085,26.26519047312204,True,False,False,True,High
ISS-0258,Bug,High,Infrastructure,3,4,9,3,111,245,2,4,6.493241243549196,,False,True,True,False,High
ISS-0259,Bug,Medium,Infrastructure,6,7,3,3,100,52,7,2,1.2337925938570398,1.129804270084511,False,True,False,True,High
ISS-0260,Performance,Low,Database,4,8,9,3,98,327,8,3,3.5088113155781624,,True,True,False,False,High
ISS-0261,Bug,Medium,Mobile,6,1,7,1,101,285,5,3,19.785080270143702,27.52509443026716,False,True,False,True,High
ISS-0262,Bug,Low,Infrastructure,6,10,7,3,105,103,4,1,5.171483419834142,,False,True,True,False,High
ISS-0263,Security,Medium,Frontend,3,3,2,7,129,128,5,5,4.9463716851260475,,True,True,False,False,High
ISS-0264,Feature Request,High,Database,10,1,3,2,113,28,3,2,3.955971140896461,6.5455384859838714,False,False,False,True,High
ISS-0265,Documentation,Medium,Mobile,1,8,10,4,92,247,6,4,3.5565971919197605,7.0217548987816505,False,True,False,True,High
ISS-0266,Bug,Critical,Mobile,5,10,5,4,102,254,5,3,7.152033164338951,,False,True,False,False,High
ISS-0267,Documentation,Medium,Mobile,9,6,3,5,120,103,4,2,16.35409581295618,,True,True,False,False,High
ISS-0268,Bug,Medium,Backend,2,4,1,5,93,279,3,1,5.80141136674938,6.845092181877405,False,True,True,True,High
ISS-0269,Feature Request,High,Backend,4,3,5,7,96,237,7,2,7.521451327138081,,True,True,True,False,High
ISS-0270,Feature Request,High,Database,10,8,3,1,106,272,4,2,3.169851849824324,2.945219927762494,False,False,False,True,High
ISS-0271,Feature Request,Low,Backend,6,7,10,8,91,223,3,4,31.002520027427348,58.437550050006045,True,True,False,True,High
ISS-0272,Security,High,Backend,6,3,5,3,98,99,4,3,2.7352715904229328,3.913723066070011,False,True,False,True,High
ISS-0273,Feature Request,Medium,Backend,8,5,2,7,85,201,5,1,1.2640771551743146,,True,False,True,False,High
ISS-0274,Bug,High,Mobile,5,4,8,9,91,148,2,1,15.484590222511837,19.983040777432528,True,True,False,True,High
ISS-0275,Feature Request,High,Infrastructure,1,6,3,8,88,228,3,2,2.21816077543938,,False,True,True,False,High
ISS-0276,Performance,Medium,Backend,3,4,10,2,95,135,4,3,2.332337341035434,2.472346948819952,False,True,True,True,High
ISS-0277,Bug,High,Infrastructure,5,2,6,4,82,6,1,2,4.873111978037345,,False,True,False,False,High
ISS-0278,Enhancement,High,Backend,10,3,10,9,109,303,1,1,7.510571638997341,,False,True,False,False,High
ISS-0279,Bug,Low,Database,1,10,3,6,112,309,13,3,6.688619858460136,7.196423311759123,True,True,False,True,High
ISS-0280,Bug,High,Database,2,7,5,6,96,151,1,3,1.1755120392611118,0.8762557481383114,False,True,False,True,High
ISS-0281,Enhancement,Low,Frontend,4,6,9,1,120,185,3,2,4.563097896416575,3.604887723493209,False,True,True,True,High
ISS-0282,Bug,Medium,Infrastructure,4,7,5,10,85,55,9,2,3.4985347512704617,,True,True,False,False,High
ISS-0283,Feature Request,Medium,Frontend,9,2,7,7,82,144,6,4,8.645481224906145,12.186490296584159,False,True,False,True,High
ISS-0284,Performance,Critical,Infrastructure,5,9,3,3,116,66,7,2,7.594039582514396,,False,True,False,False,High
ISS-0285,Documentation,Medium,Frontend,3,8,8,8,95,104,3,1,3.980193383997276,,False,True,False,False,High
ISS-0286,Performance,High,Backend,6,8,6,9,109,345,4,2,9.769508216014408,18.871115898854274,False,True,False,True,High
ISS-0287,Enhancement,High,Mobile,2,2,6,8,99,33,1,1,6.531905791320842,3.8781207682406618,True,True,False,True,High
ISS-0288,Enhancement,Low,Database,10,3,4,2,113,317,10,1,8.18158675526527,11.731275321226676,True,True,False,True,High
ISS-0289,Bug,Medium,Frontend,1,10,7,7,88,24,6,2,3.7035756164858333,3.403651864816122,False,True,False,True,High
ISS-0290,Bug,Critical,Mobile,2,7,9,2,92,193,8,1,4.1574602761181705,7.849003508779537,False,True,False,True,High
ISS-0291,Enhancement,Low,Frontend,5,7,9,9,107,261,4,1,12.450534085005613,,True,True,False,False,High
ISS-0292,Bug,High,Frontend,2,7,6,5,91,148,4,1,18.04642221945831,28.156125294898604,True,True,False,True,High
ISS-0293,Performance,Low,Infrastructure,10,2,6,1,100,217,5,1,20.180666346664573,33.371993307867605,False,True,False,True,High
ISS-0294,Bug,Medium,Backend,10,10,6,4,121,22,2,2,7.04740470643534,9.762460784947358,True,True,False,True,High
ISS-0295,Enhancement,Medium,Frontend,4,10,6,10,108,291,6,1,5.779845469653425,,False,False,False,False,High
ISS-0296,Feature Request,Low,Backend,6,9,2,2,85,104,3,1,2.1600072061285864,2.9342093481065104,False,True,False,True,High
ISS-0297,Documentation,High,Infrastructure,4,2,1,1,105,202,3,1,7.482767951166684,11.098096975859379,False,True,False,True,High
ISS-0298,Bug,High,API,3,4,10,10,92,349,6,1,1.0313742871554508,1.1444226350950308,False,True,False,True,High
ISS-0299,Bug,High,Frontend,9,6,2,10,113,210,7,2,13.356075894734703,17.69048207461513,False,True,True,True,High
ISS-0300,Feature Request,High,Mobile,4,9,2,8,121,200,7,1,7.529376751468581,4.7411450918848965,False,False,False,True,High
ISS-0301,Security,High,Frontend,1,3,6,5,94,348,6,1,8.398701470243942,,True,True,False,False,High
ISS-0302,Bug,Medium,Mobile,1,4,4,10,114,230,5,4,4.0015588177754555,5.16291422313449,True,True,False,True,High
ISS-0303,Feature Request,Medium,Frontend,10,8,5,2,110,19,5,3,13.881611566482304,,False,True,True,False,High
ISS-0304,Feature Request,High,Frontend,5,8,2,5,96,324,3,4,20.69727430949736,14.110018878467125,False,True,False,True,High
ISS-0305,Feature Request,Medium,Infrastructure,4,10,7,1,107,325,5,4,26.316362234292892,34.172858286761844,False,True,False,True,High
ISS-0306,Security,Medium,Mobile,5,6,2,8,94,229,4,1,6.011193403641771,,True,True,True,False,High
ISS-0307,Feature Request,Medium,Database,2,4,2,1,116,169,9,3,4.78796629272218,,True,False,False,False,High
ISS-0308,Bug,Medium,API,8,6,5,4,103,204,7,1,5.72027529309823,7.745263889155227,False,True,False,True,High
ISS-0309,Feature Request,Critical,Frontend,1,8,2,1,100,2,6,1,28.781855235872076,,False,True,False,False,High
ISS-0310,Performance,Medium,API,10,6,8,9,102,222,4,3,4.479453562111125,5.415049163483067,True,False,False,True,High
ISS-0311,Performance,Low,Frontend,6,3,6,6,119,360,6,2,4.917514934370181,8.624498062826662,False,True,True,True,High
ISS-0312,Bug,Medium,Database,5,9,3,4,92,190,6,1,14.235188223647231,20.700817855085738,False,False,False,True,High
ISS-0313,Bug,Low,Frontend,5,9,9,2,120,115,6,1,5.98227648793843,,False,True,False,False,High
ISS-0314,Bug,High,Infrastructure,8,7,3,8,101,354,2,4,3.0025856688794974,,False,False,False,False,High
ISS-0315,Bug,High,API,2,3,8,8,102,265,3,1,4.529440940397762,7.941729504712204,True,False,True,True,High
ISS-0316,Bug,Low,Backend,6,4,7,10,106,252,8,2,7.787141428422803,,False,False,False,False,High
ISS-0317,Feature Request,Critical,Frontend,9,2,2,7,117,29,6,4,2.1378013017613418,,False,True,False,False,High
ISS-0318,Bug,Medium,Frontend,4,3,1,5,115,77,5,3,6.538243864021342,9.261652038941735,True,True,False,True,High
ISS-0319,Performance,Low,Database,3,5,10,3,105,355,5,4,8.18305343975203,10.252575241140146,False,True,False,True,High
ISS-0320,Bug,Low,API,9,5,3,8,94,358,4,2,4.865222818358306,,True,True,False,False,High
ISS-0321,Bug,Medium,Database,5,9,1,4,102,347,5,2,1.3773129205069388,1.3880987146715367,False,False,False,True,High
ISS-0322,Feature Request,Low,API,2,8,5,6,80,206,7,1,1.358983912914634,,True,True,False,False,High
ISS-0323,Bug,Low,Infrastructure,5,2,4,10,96,225,1,1,9.627415919835954,15.840994446696033,False,True,True,True,High
ISS-0324,Performance,Medium,Frontend,9,1,8,1,108,88,5,4,13.940546436720687,13.095579319150975,False,True,False,True,High
ISS-0325,Enhancement,Medium,Frontend,2,5,10,1,95,229,6,2,5.122300617984526,8.810922259361112,False,True,True,True,High
ISS-0326,Feature Request,Medium,Database,3,5,5,10,89,309,3,2,10.004555976221013,,False,True,True,False,High
ISS-0327,Security,Critical,Database,10,1,10,6,107,155,7,4,9.971452198204496,6.473908893995212,True,True,False,True,High
ISS-0328,Feature Request,Medium,Frontend,3,6,8,6,107,288,3,1,2.6185896445236025,3.508885265901639,False,True,True,True,High
ISS-0329,Enhancement,High,Frontend,7,6,6,5,103,258,5,3,6.312678562062547,6.042125802186711,True,True,True,True,High
ISS-0330,Enhancement,High,Mobile,4,3,5,4,102,73,5,1,19.164549062097304,16.123150752805746,True,True,True,True,High
ISS-0331,Bug,Medium,Infrastructure,3,7,5,9,93,170,5,1,33.948370528953475,,False,False,False,False,High
ISS-0332,Bug,Low,Frontend,6,1,7,3,104,284,2,2,10.6007406157963,,False,True,True,False,High
ISS-0333,Bug,Medium,Database,7,1,2,1,113,150,3,3,2.9146924866011314,3.8308304635987063,True,True,False,True,High
ISS-0334,Performance,Medium,Infrastructure,10,1,1,8,104,41,3,2,7.574186463384099,,False,True,False,False,High
ISS-0335,Enhancement,High,Mobile,3,9,6,1,112,166,9,1,23.753227763652767,15.62719495178957,False,False,False,True,High
ISS-0336,Bug,Medium,Database,4,6,10,8,96,267,4,4,8.789592792626902,,False,True,False,False,High
ISS-0337,Feature Request,Medium,Frontend,3,5,6,9,106,300,4,3,11.325335573102155,,False,True,True,False,High
ISS-0338,Security,High,Database,2,2,5,1,118,230,4,1,19.575456992290928,16.98991022458257,False,True,False,True,High
ISS-0339,Feature Request,Low,Mobile,9,3,3,1,101,209,7,1,8.810755850733742,4.721034592974642,False,True,False,True,High
ISS-0340,Bug,Medium,Infrastructure,4,1,9,4,104,244,6,1,16.17362678178153,,True,True,False,False,High
ISS-0341,Bug,Medium,Backend,5,8,2,8,101,352,2,4,7.038063941827648,8.612024203519557,False,True,False,True,High
ISS-0342,Bug,Low,Backend,9,3,3,4,103,234,7,1,1.2523949153019256,2.0577463153354603,False,True,False,True,High
ISS-0343,Bug,Medium,Mobile,7,6,10,2,99,305,3,4,1.4507602460989522,2.265076551730441,False,True,False,True,High
ISS-0344,Bug,High,Infrastructure,5,5,10,3,106,111,6,1,21.349036804805174,24.949938735073218,False,True,False,True,High
ISS-0345,Enhancement,Low,Backend,6,2,4,8,103,56,10,3,8.966118887244335,,False,True,False,False,High
ISS-0346,Enhancement,High,Infrastructure,7,3,6,5,103,32,3,4,2.438042394580796,2.1825603429622222,True,False,False,True,High
ISS-0347,Bug,High,API,2,3,10,9,98,224,5,2,25.50133448142772,40.11106491264866,False,False,True,True,High
ISS-0348,Feature Request,High,API,2,4,6,6,102,228,6,2,15.784454031939907,28.406352285572698,False,True,False,True,High
ISS-0349,Bug,Low,Database,5,2,10,7,93,106,2,2,5.116992863469121,3.9626145319661794,False,True,False,True,High
ISS-0350,Documentation,Medium,Database,1,2,2,4,92,165,6,4,6.259205233114398,10.880352890941015,True,True,False,True,High
ISS-0351,Performance,Low,API,5,4,3,10,96,332,2,1,14.331759924872355,24.485999127167034,False,True,False,True,High
ISS-0352,Enhancement,Medium,Backend,7,4,6,1,99,50,4,1,11.421020378473843,22.455261295576953,False,True,False,True,High
ISS-0353,Security,Low,Backend,6,9,9,1,89,172,6,1,18.93750517294307,28.48243436907858,True,True,False,True,High
ISS-0354,Bug,High,API,5,7,10,3,105,250,3,1,3.5234061421309684,,False,True,False,False,High
ISS-0355,Feature Request,High,Mobile,3,6,8,9,104,193,4,3,10.299653319216137,19.403090558215926,False,True,False,True,High
ISS-0356,Enhancement,Critical,Frontend,4,1,4,3,102,199,8,2,14.999600374723707,19.299303602131797,False,True,False,True,High
ISS-0357,Bug,Medium,Infrastructure,3,2,8,6,100,302,4,3,20.4105685746521,33.89585415000414,True,True,False,True,High
ISS-0358,Performance,High,API,5,5,8,9,111,342,8,2,4.012481010532408,3.293050451985786,False,True,False,True,High
ISS-0359,Enhancement,Critical,API,6,6,4,6,88,258,3,3,36.55946917065931,20.879970316835607,False,True,False,True,High
ISS-0360,Enhancement,Medium,Infrastructure,10,6,10,1,100,65,4,2,2.003949566170939,1.8535427146535624,True,False,False,True,High
ISS-0361,Bug,Medium,Backend,6,5,5,4,106,323,6,2,10.866686703644906,10.411906618979279,False,True,False,True,High
ISS-0362,Bug,Low,Database,4,3,10,2,98,271,6,3,1.915832486336619,,False,True,False,False,High
ISS-0363,Enhancement,Low,Frontend,8,1,3,5,95,92,5,1,17.533242387818635,17.57730088250648,False,True,False,True,High
ISS-0364,Bug,Medium,Database,6,3,1,2,87,345,2,1,2.372582118020018,3.8937369558042403,False,True,False,True,High
ISS-0365,Feature Request,High,API,5,10,10,6,90,270,4,2,2.8151401512690994,4.772848451146754,True,True,False,True,High
ISS-0366,Documentation,Medium,Backend,3,1,2,2,106,317,8,2,5.259655185670558,,False,True,False,False,High
ISS-0367,Bug,High,Backend,3,10,7,4,100,181,5,1,2.2169120930620485,1.7046820348137735,True,True,False,True,High
ISS-0368,Documentation,High,Mobile,10,10,5,10,99,87,5,3,13.419743995105824,20.97526223339552,True,True,True,True,High
ISS-0369,Bug,Medium,Database,7,10,2,10,98,310,2,1,2.6331147049898,3.4633607067075864,True,True,False,True,High
ISS-0370,Feature Request,Low,Infrastructure,6,5,5,10,110,71,4,1,1.2163123598806136,2.2133426409170087,False,False,True,True,High
ISS-0371,Feature Request,Low,API,9,10,1,6,96,156,2,1,3.126282077601441,3.988139685493788,False,True,False,True,High
ISS-0372,Bug,High,API,9,2,3,2,98,282,4,1,15.160078392268876,22.8347167984175,True,True,False,True,High
ISS-0373,Documentation,Low,Database,4,3,9,4,104,303,7,1,6.702280731951062,7.8599512192856285,False,True,True,True,High
ISS-0374,Bug,Medium,Database,9,3,5,4,93,110,4,3,1.2468048288869058,,True,True,False,False,High
ISS-0375,Bug,High,Database,4,5,9,9,94,224,5,2,5.660682682271106,,False,True,False,False,High
ISS-0376,Bug,Low,Frontend,6,7,5,5,99,335,2,1,1.4306304609946656,,False,True,False,False,High
ISS-0377,Bug,High,Mobile,9,8,4,5,85,75,6,2,2.2000433675061277,3.9681795483358777,False,False,False,True,High
ISS-0378,Enhancement,Medium,Frontend,5,6,8,1,91,326,8,1,5.446668387921754,2.907194607156778,False,True,False,True,High
ISS-0379,Performance,Critical,Frontend,9,5,9,10,96,323,9,3,1.9820240250424281,,False,True,True,False,High
ISS-0380,Security,Medium,Backend,4,7,9,5,99,56,8,1,3.5021351029227734,,False,True,False,False,High
ISS-0381,Bug,High,Database,3,9,4,1,111,289,4,2,20.0221912962904,,False,True,False,False,High
ISS-0382,Enhancement,Medium,Backend,7,10,8,9,98,104,4,2,19.654187428925447,38.75209833378355,False,True,True,True,High
ISS-0383,Documentation,Medium,Database,3,2,4,2,111,230,9,3,4.547140132848183,5.125518280392604,False,True,False,True,High
ISS-0384,Performance,Medium,Backend,5,3,10,2,97,143,3,3,22.40316784159042,,True,True,True,False,High
ISS-0385,Bug,High,API,7,2,3,7,90,18,3,3,2.550565653755692,2.564295016114658,False,True,False,True,High
ISS-0386,Bug,Medium,Frontend,2,10,6,1,97,199,6,2,11.902168176189713,7.161470245423441,False,True,False,True,High
ISS-0387,Feature Request,Low,Frontend,5,9,4,1,106,363,6,1,11.879803338762992,14.03303201206631,False,True,True,True,High
ISS-0388,Bug,Medium,API,3,7,2,3,109,248,3,1,26.329376051116746,,False,True,False,False,High
ISS-0389,Bug,Medium,API,9,4,10,6,82,84,3,2,5.2402161266647225,,False,True,False,False,High
ISS-0390,Bug,High,API,4,10,5,3,100,105,4,1,11.088069194655835,12.255897143813078,False,True,False,True,High
ISS-0391,Documentation,High,API,7,2,6,8,112,132,4,1,8.746751415906928,5.5075549789063105,False,True,False,True,High
ISS-0392,Enhancement,High,Infrastructure,6,10,6,8,94,331,1,3,9.78816408090893,9.187784591613394,False,True,False,True,High
ISS-0393,Feature Request,Critical,Backend,4,2,5,3,105,176,3,1,2.9291548778559564,3.9878695236657755,False,False,False,True,High
ISS-0394,Enhancement,Critical,Infrastructure,5,8,3,7,105,331,1,4,1.9548113185047313,1.9538562946108615,True,True,False,True,High
ISS-0395,Bug,High,API,10,8,6,6,107,311,4,2,6.590796256839837,12.610503835655901,False,True,False,True,High
ISS-0396,Bug,High,Database,8,9,6,10,99,269,3,4,8.408181711426298,,False,False,False,False,High
ISS-0397,Feature Request,Medium,Backend,7,6,9,7,97,140,5,3,4.9447553296871485,5.901774010623757,False,False,False,True,High
ISS-0398,Performance,Medium,Mobile,10,4,1,7,96,169,4,2,9.503633880751533,,False,True,True,False,High
ISS-0399,Feature Request,Medium,API,1,6,4,1,102,76,6,2,4.773375086294694,,False,True,False,False,High
ISS-0400,Bug,Medium,API,5,5,1,8,117,60,6,3,21.993741613778212,32.75238694606838,True,True,False,True,High
ISS-0401,Feature Request,High,Backend,3,3,3,7,102,218,5,3,4.619188498088626,,False,True,False,False,High
ISS-0402,Enhancement,High,Infrastructure,8,5,6,2,93,309,6,1,7.8556792500302555,,True,True,False,False,High
ISS-0403,Performance,Low,API,8,7,6,2,94,264,6,2,1.369322277706051,,False,True,False,False,High
ISS-0404,Feature Request,Medium,Frontend,6,5,3,5,97,276,5,4,4.80104728449042,8.104190329268162,False,True,False,True,High
ISS-0405,Bug,Low,Mobile,9,7,2,7,93,303,6,3,26.93391249073986,,False,True,False,False,High
ISS-0406,Bug,Medium,API,7,4,10,1,110,303,7,1,5.182703852446733,6.821838501199275,False,True,False,True,High
ISS-0407,Bug,High,Backend,5,9,1,5,103,274,4,1,2.133124305730206,2.4694321876971217,False,True,False,True,High
ISS-0408,Feature Request,Medium,Mobile,3,1,9,9,87,33,8,2,2.8456135739858515,,True,True,False,False,High
ISS-0409,Performance,High,Infrastructure,3,1,5,2,97,9,3,1,7.157949111847438,,True,True,False,False,High
ISS-0410,Feature Request,High,Infrastructure,3,6,9,9,100,155,3,2,4.307695236770035,4.832034228483696,False,True,True,True,High
ISS-0411,Bug,Medium,Mobile,5,5,9,8,98,110,4,3,2.1113959185998796,2.6611932264510667,False,False,True,True,High
ISS-0412,Bug,High,Backend,2,10,8,5,109,333,4,1,5.329860016100447,,True,False,False,False,High
ISS-0413,Enhancement,Low,Backend,4,2,2,1,103,68,7,3,2.19691366386797,3.509930185054298,False,True,False,True,Medium
ISS-0414,Enhancement,High,API,8,5,8,1,123,307,6,1,4.296423378156057,,False,True,False,False,High
ISS-0415,Bug,High,API,5,6,2,6,100,88,6,2,7.582627918143819,13.143095850340133,False,True,False,True,High
ISS-0416,Bug,Medium,Backend,7,3,9,6,107,59,7,3,1.628489391438677,2.5127239954137295,False,True,True,True,High
ISS-0417,Bug,Medium,Frontend,7,10,7,4,115,137,4,2,3.699081185922171,,True,True,False,False,High
ISS-0418,Bug,Low,Frontend,10,1,6,1,102,229,2,1,3.914499702934304,,False,True,False,False,High
ISS-0419,Bug,High,Backend,1,9,5,5,113,209,7,1,5.87497765160126,9.231488420748656,False,True,False,True,High
ISS-0420,Feature Request,High,Infrastructure,4,9,4,8,105,90,4,5,1.631060543614614,1.9121608153616394,False,True,False,True,High
ISS-0421,Enhancement,High,Mobile,7,6,5,8,87,229,4,2,9.893469858843536,5.062250642279008,True,True,True,True,High
ISS-0422,Feature Request,Medium,API,4,8,5,6,112,294,3,1,25.051834457275977,,False,True,True,False,High
ISS-0423,Bug,Medium,API,2,1,1,4,100,115,5,3,1.793812055947615,,True,False,False,False,High
ISS-0424,Documentation,Medium,Database,9,9,7,3,82,219,3,1,6.082786841807821,,False,True,False,False,High
ISS-0425,Enhancement,Low,Backend,4,10,5,2,103,7,4,2,15.825439445036542,15.304199529458947,True,True,False,True,High
ISS-0426,Bug,Medium,Frontend,10,3,10,5,98,170,5,3,6.710276045878907,10.793399132177418,True,True,False,True,High
ISS-0427,Bug,High,Mobile,9,4,7,8,90,60,2,1,2.324416190885616,,False,True,False,False,High
ISS-0428,Performance,Medium,Infrastructure,6,10,9,8,91,114,6,1,2.3780897781357773,1.566178633756659,True,True,False,True,High
ISS-0429,Bug,Medium,Backend,3,8,8,1,106,261,6,4,6.2096526254858295,11.690812710018307,False,False,False,True,High
ISS-0430,Bug,Medium,API,3,9,8,6,87,43,6,1,7.939391616606638,,False,True,False,False,High
ISS-0431,Bug,High,API,3,10,10,2,98,89,3,3,2.8546109785756406,,True,True,False,False,High
ISS-0432,Bug,Medium,Database,6,1,10,8,103,136,4,3,1.611431846033809,2.7225390189283423,False,True,False,True,High
ISS-0433,Bug,High,Frontend,10,6,4,3,112,228,3,1,9.124959761990027,5.013849807260627,False,True,False,True,High
ISS-0434,Documentation,High,Mobile,9,7,5,2,86,43,4,2,23.409252704663416,37.18926311827583,False,True,False,True,High
ISS-0435,Bug,Medium,Database,8,2,1,2,90,146,3,2,1.9014041343352712,,False,True,True,False,High
ISS-0436,Enhancement,Medium,Frontend,1,9,9,4,101,44,6,3,29.45837989492653,28.22200639770439,False,True,False,True,High
ISS-0437,Bug,High,Infrastructure,2,8,10,5,107,66,10,1,1.0975908358191715,1.7322314149969211,False,True,True,True,High
ISS-0438,Documentation,High,Database,10,4,10,5,106,80,2,1,19.745590961530997,31.669024881872883,False,False,False,True,High
ISS-0439,Bug,High,Mobile,5,9,1,9,108,36,4,1,2.8844084288553677,1.8269678119406978,False,True,False,True,High
ISS-0440,Feature Request,Medium,Infrastructure,5,8,3,10,94,47,6,3,10.110928687643174,,True,True,True,False,High
ISS-0441,Feature Request,Low,Infrastructure,3,10,9,6,105,55,1,3,6.1023072158505425,5.467308945231754,False,False,False,True,High
ISS-0442,Feature Request,Critical,Frontend,9,10,3,2,116,160,9,1,15.513126865933799,9.882339587651352,True,False,False,True,High
ISS-0443,Feature Request,Low,Database,10,4,10,8,96,296,6,3,1.9289291551658343,,True,False,False,False,High
ISS-0444,Bug,Medium,API,2,3,2,5,98,18,7,1,14.53477087453517,14.355984364364323,False,True,False,True,High
ISS-0445,Performance,Low,Mobile,8,7,7,4,97,56,5,1,3.196827723514567,2.8461902342432834,True,False,True,True,High
ISS-0446,Enhancement,High,Frontend,7,6,9,1,120,82,5,1,7.533991745235885,,True,True,False,False,High
ISS-0447,Security,Low,API,3,5,7,5,101,108,5,2,10.706558047102034,9.260205123825653,False,False,False,True,High
ISS-0448,Security,High,Infrastructure,4,6,3,7,102,262,5,1,8.58042041753723,,False,True,False,False,High
ISS-0449,Bug,High,Frontend,4,1,10,1,95,209,7,1,2.467744723369706,1.3661992294029672,False,True,True,True,High
ISS-0450,Bug,Medium,Mobile,8,2,1,7,105,238,9,1,2.0156571151785863,2.722638028018224,True,True,False,True,High
ISS-0451,Bug,Medium,Infrastructure,2,8,9,4,98,270,5,2,2.124413160417827,3.644865061141074,False,True,True,True,High
ISS-0452,Enhancement,Medium,Backend,8,6,9,2,100,14,8,2,16.13081312328202,,True,True,False,False,High
ISS-0453,Bug,Low,Mobile,4,5,5,5,106,305,4,1,13.430203411359143,7.288384547210518,False,True,True,True,High
ISS-0454,Feature Request,Low,Mobile,6,5,4,1,107,105,3,2,10.814943387188881,,True,True,False,False,High
ISS-0455,Performance,Medium,Infrastructure,3,2,8,1,94,106,6,2,3.332576287739236,3.680278529981787,True,True,False,True,High
ISS-0456,Performance,Critical,API,7,1,1,6,85,100,6,4,6.235054314107541,10.881880988316142,False,True,False,True,High
ISS-0457,Performance,Low,Mobile,1,9,8,5,106,133,7,3,14.122565940782167,14.856623247082396,False,True,True,True,High
ISS-0458,Bug,Medium,API,2,9,1,5,91,39,5,1,25.91997961697795,20.725419232614946,False,True,False,True,High
ISS-0459,Performance,Medium,Backend,8,2,3,9,93,83,8,1,6.419477453745147,5.147621993563911,False,True,False,True,High
ISS-0460,Enhancement,Medium,Infrastructure,6,4,7,8,98,27,8,1,6.75706974513634,,False,True,False,False,High
ISS-0461,Performance,Low,Database,5,5,5,7,115,148,5,2,2.5078996666298803,1.8515297530691988,False,True,False,True,High
ISS-0462,Feature Request,Medium,Frontend,7,4,1,4,95,44,4,2,8.350869760455074,13.957787589964067,False,False,True,True,High
ISS-0463,Documentation,High,Mobile,9,2,6,8,94,291,9,5,11.44220320598504,,False,False,False,False,High
ISS-0464,Bug,High,Frontend,9,5,5,9,90,18,7,1,6.343728196685964,5.5651596407870505,False,True,True,True,High
ISS-0465,Documentation,Critical,Backend,10,10,2,10,104,334,6,2,1.513115383114466,,False,True,True,False,High
ISS-0466,Bug,Low,Frontend,9,7,1,1,96,197,9,3,1.2501348435120443,,False,True,False,False,High
